63rd Street Weather Station,3/8/2016 22:00,17.9,15.3,76,0,0,17.9,0,213,4.8,8.1,989.5,1,354,12,3/8/2016 22:00,63rdStreetWeatherStation201603082200
Foster Weather Station,3/8/2016 22:00,17.67,,67,,0,,,197,3.6,4.2,989.2,0,,15.1,3/8/2016 22:00,FosterWeatherStation201603082200
Oak Street Weather Station,3/8/2016 22:00,18.2,14.9,71,0,0,33.6,0,331,1.3,7.5,989.8,0,0,12.1,3/8/2016 22:00,OakStreetWeatherStation201603082200
63rd Street Weather Station,3/8/2016 21:00,18.5,15.4,73,0,0,17.9,0,224,4.1,7.1,989.2,1,354,11.9,3/8/2016 21:00,63rdStreetWeatherStation201603082100
Foster Weather Station,3/8/2016 21:00,18.39,,64,,0,,,186,5.1,5.2,988.8,0,,15.1,3/8/2016 21:00,FosterWeatherStation201603082100
Oak Street Weather Station,3/8/2016 21:00,18.4,14.8,68,0,0,33.6,0,296,1.5,4.9,989.4,0,1,12.1,3/8/2016 21:00,OakStreetWeatherStation201603082100
63rd Street Weather Station,3/8/2016 20:00,18.9,15.5,71,0,0,17.9,0,206,4.2,6.8,988.7,2,354,11.9,3/8/2016 20:00,63rdStreetWeatherStation201603082000
Foster Weather Station,3/8/2016 20:00,19,,60,,0,,,204,5.2,6.2,988.1,0,,15.1,3/8/2016 20:00,FosterWeatherStation201603082000
Oak Street Weather Station,3/8/2016 20:00,19.6,15.2,63,0,0,33.6,0,40,1.1,3.3,988.9,-2,1,12.2,3/8/2016 20:00,OakStreetWeatherStation201603082000
63rd Street Weather Station,3/8/2016 19:00,19.4,15.5,67,0,0,17.9,0,202,3.5,6.8,988.2,1,354,11.9,3/8/2016 19:00,63rdStreetWeatherStation201603081900
Foster Weather Station,3/8/2016 19:00,19.56,,57,,0,,,176,4.1,4.7,987.5,0,,15.1,3/8/2016 19:00,FosterWeatherStation201603081900
Oak Street Weather Station,3/8/2016 19:00,20,15.2,60,0,0,33.6,0,342,1.1,2.3,988.5,-2,1,12.1,3/8/2016 19:00,OakStreetWeatherStation201603081900
63rd Street Weather Station,3/8/2016 18:00,20.6,15.8,61,0,0,17.9,0,208,5.2,10.1,987.7,2,354,12,3/8/2016 18:00,63rdStreetWeatherStation201603081800
Foster Weather Station,3/8/2016 18:00,20.06,,55,,0,,,200,4.8,5.3,987.1,0,,15.1,3/8/2016 18:00,FosterWeatherStation201603081800
Oak Street Weather Station,3/8/2016 18:00,19.8,14.7,58,0,0,33.6,0,325,0.9,1.4,988,0,1,12.1,3/8/2016 18:00,OakStreetWeatherStation201603081800
63rd Street Weather Station,3/8/2016 17:00,21.3,15.9,58,0,0,17.9,0,217,5.8,10,987.6,60,354,12,3/8/2016 17:00,63rdStreetWeatherStation201603081700
Foster Weather Station,3/8/2016 17:00,21.06,,50,,0,,,206,6,6.4,987.1,52,,15.1,3/8/2016 17:00,FosterWeatherStation201603081700
Oak Street Weather Station,3/8/2016 17:00,21.4,15.7,55,0,0,33.6,0,285,2,6.6,988.1,27,1,12.1,3/8/2016 17:00,OakStreetWeatherStation201603081700
63rd Street Weather Station,3/8/2016 16:00,21.8,16.1,56,0,0,17.9,0,228,6.3,11.4,987.9,326,354,12,3/8/2016 16:00,63rdStreetWeatherStation201603081600
Foster Weather Station,3/8/2016 16:00,20.89,,51,,0,,,194,5.8,6.7,987.5,84,,15.1,3/8/2016 16:00,FosterWeatherStation201603081600
Oak Street Weather Station,3/8/2016 16:00,21.2,15.4,54,0,0,33.6,0,77,0.9,2.4,988.1,71,1,12.1,3/8/2016 16:00,OakStreetWeatherStation201603081600
63rd Street Weather Station,3/8/2016 15:00,20.9,15.7,58,0,0,17.9,0,211,6.9,11,988,162,354,12,3/8/2016 15:00,63rdStreetWeatherStation201603081500
Foster Weather Station,3/8/2016 15:00,20.5,,51,,0,,,196,6.8,7.5,987.5,207,,15.1,3/8/2016 15:00,FosterWeatherStation201603081500
Oak Street Weather Station,3/8/2016 15:00,20.8,15.1,55,0,0,33.6,0,274,1.3,6.3,988.1,124,1,12.1,3/8/2016 15:00,OakStreetWeatherStation201603081500
63rd Street Weather Station,3/8/2016 14:00,20.7,15.5,58,0,0,17.9,0,220,5.6,8,988.4,186,354,11.9,3/8/2016 14:00,63rdStreetWeatherStation201603081400
Foster Weather Station,3/8/2016 14:00,21,,49,,0,,,222,8,8.6,987.5,257,,15.1,3/8/2016 14:00,FosterWeatherStation201603081400
Oak Street Weather Station,3/8/2016 14:00,21.3,15.4,54,0,0,33.6,0,295,2,3.4,988.5,192,1,12.1,3/8/2016 14:00,OakStreetWeatherStation201603081400
63rd Street Weather Station,3/8/2016 6:00,15.5,13.2,78,0,0,17.9,0,227,3.2,5.9,991,3,354,11.9,3/8/2016 6:00,63rdStreetWeatherStation201603080600
63rd Street Weather Station,3/8/2016 5:00,15.5,13.2,78,0,0,17.9,0,241,4.1,6.3,990.7,2,354,11.9,3/8/2016 5:00,63rdStreetWeatherStation201603080500
Foster Weather Station,3/8/2016 5:00,15.06,,70,,0,,,203,3.3,3.5,990.2,0,,15.1,3/8/2016 5:00,FosterWeatherStation201603080500
Oak Street Weather Station,3/8/2016 5:00,16.1,13.2,73,0,0,33.6,0,259,2.5,6.1,991,0,0,12.2,3/8/2016 5:00,OakStreetWeatherStation201603080500
63rd Street Weather Station,3/8/2016 4:00,15.4,13,77,0,0,17.9,0,220,5.2,9.9,990.4,2,354,12,3/8/2016 4:00,63rdStreetWeatherStation201603080400
Foster Weather Station,3/8/2016 4:00,15,,68,,0,,,220,3.7,4,989.8,0,,15.1,3/8/2016 4:00,FosterWeatherStation201603080400
Oak Street Weather Station,3/8/2016 4:00,15.9,12.9,71,0,0,33.6,0,288,2.6,5.8,990.6,0,0,12,3/8/2016 4:00,OakStreetWeatherStation201603080400
63rd Street Weather Station,3/8/2016 3:00,15.4,12.7,74,0,0,17.9,0,223,3.1,5.2,990.3,2,354,11.9,3/8/2016 3:00,63rdStreetWeatherStation201603080300
Foster Weather Station,3/8/2016 3:00,15.06,,65,,0,,,214,2.1,2.6,989.8,0,,15.1,3/8/2016 3:00,FosterWeatherStation201603080300
Oak Street Weather Station,3/8/2016 3:00,15.8,12.4,68,0,0,33.6,0,303,1.9,6,990.5,0,0,12,3/8/2016 3:00,OakStreetWeatherStation201603080300
63rd Street Weather Station,3/8/2016 2:00,15.2,12.2,71,0,0,17.9,0,217,3.4,6.1,990.4,2,354,12,3/8/2016 2:00,63rdStreetWeatherStation201603080200
Foster Weather Station,3/8/2016 2:00,15,,62,,0,,,210,5,5.5,989.8,0,,15.1,3/8/2016 2:00,FosterWeatherStation201603080200
Oak Street Weather Station,3/8/2016 2:00,15.8,12.2,66,0,0,33.6,0,269,2.8,7.7,990.6,0,1,12.1,3/8/2016 2:00,OakStreetWeatherStation201603080200
63rd Street Weather Station,3/8/2016 1:00,15.2,11.7,66,0,0,17.9,0,212,3.1,6,990.3,2,354,12,3/8/2016 1:00,63rdStreetWeatherStation201603080100
Foster Weather Station,3/8/2016 1:00,14.89,,58,,0,,,208,5.6,5.9,989.5,0,,15.1,3/8/2016 1:00,FosterWeatherStation201603080100
Oak Street Weather Station,3/8/2016 1:00,15.5,11.4,61,0,0,33.6,0,185,0.6,4.7,990.5,0,0,12.1,3/8/2016 1:00,OakStreetWeatherStation201603080100
63rd Street Weather Station,3/8/2016 0:00,15.6,11.3,60,0,0,17.9,0,213,5.1,8.2,989.9,2,354,11.9,3/8/2016 0:00,63rdStreetWeatherStation201603082400
Foster Weather Station,3/8/2016 0:00,15.39,,53,,0,,,201,4.3,4.7,989.5,0,,15.1,3/8/2016 0:00,FosterWeatherStation201603082400
Oak Street Weather Station,3/8/2016 0:00,16.3,11.5,57,0,0,33.6,0,271,3.3,6.1,990.2,0,0,12.1,3/8/2016 0:00,OakStreetWeatherStation201603082400
63rd Street Weather Station,3/7/2016 23:00,15.9,11.1,56,0,0,17.9,0,205,5.1,9,989.6,2,354,11.9,3/7/2016 23:00,63rdStreetWeatherStation201603072300
Foster Weather Station,3/7/2016 23:00,15.67,,50,,0,,,186,3.8,4.1,989.2,0,,15.1,3/7/2016 23:00,FosterWeatherStation201603072300
Oak Street Weather Station,3/7/2016 23:00,16.7,11.1,51,0,0,33.6,0,294,1.7,4,989.8,0,0,12.1,3/7/2016 23:00,OakStreetWeatherStation201603072300
63rd Street Weather Station,3/7/2016 22:00,16.4,11.1,53,0,0,17.9,0,212,3.9,5.1,989.8,2,354,11.9,3/7/2016 22:00,63rdStreetWeatherStation201603072200
Foster Weather Station,3/7/2016 22:00,16.17,,49,,0,,,196,5,5.5,989.2,0,,15.1,3/7/2016 22:00,FosterWeatherStation201603072200
Oak Street Weather Station,3/7/2016 22:00,17.1,11.3,50,0,0,33.6,0,294,2.2,3.3,990,0,1,12.1,3/7/2016 22:00,OakStreetWeatherStation201603072200
63rd Street Weather Station,3/7/2016 21:00,16.7,11.7,55,0,0,17.9,0,211,6.3,10.4,989.5,2,354,11.9,3/7/2016 21:00,63rdStreetWeatherStation201603072100
Foster Weather Station,3/7/2016 21:00,16.28,,53,,0,,,197,3.1,3.4,989.2,0,,15.1,3/7/2016 21:00,FosterWeatherStation201603072100
Oak Street Weather Station,3/7/2016 21:00,17.3,11.8,53,0,0,33.6,0,262,2.7,5.8,989.8,0,1,12,3/7/2016 21:00,OakStreetWeatherStation201603072100
63rd Street Weather Station,3/7/2016 20:00,15.7,12.1,66,0,0,17.9,0,202,4.8,7.2,988.9,2,354,11.9,3/7/2016 20:00,63rdStreetWeatherStation201603072000
Foster Weather Station,3/7/2016 20:00,12.17,,70,,0,,,157,2.6,2.8,988.5,0,,15.2,3/7/2016 20:00,FosterWeatherStation201603072000
63rd Street Weather Station,3/7/2016 19:00,15.1,12.2,71,0,0,17.9,0,195,3.7,8.6,988.8,2,354,12,3/7/2016 19:00,63rdStreetWeatherStation201603071900
Foster Weather Station,3/7/2016 19:00,12.56,,67,,0,,,152,2.2,2.5,988.5,0,,15.1,3/7/2016 19:00,FosterWeatherStation201603071900
Oak Street Weather Station,3/7/2016 19:00,15.4,12.1,68,0,0,33.6,0,98,2.4,3.5,989.2,0,0,12.2,3/7/2016 19:00,OakStreetWeatherStation201603071900
63rd Street Weather Station,3/7/2016 18:00,14.7,11.7,71,0,0,17.9,0,193,3.2,5.7,988.8,2,354,11.9,3/7/2016 18:00,63rdStreetWeatherStation201603071800
Foster Weather Station,3/7/2016 18:00,14.28,,62,,0,,,176,3.4,3.7,988.1,0,,15.1,3/7/2016 18:00,FosterWeatherStation201603071800
Oak Street Weather Station,3/7/2016 18:00,15.1,11.5,65,0,0,33.6,0,107,3.2,5.1,988.7,0,0,12.1,3/7/2016 18:00,OakStreetWeatherStation201603071800
63rd Street Weather Station,3/7/2016 17:00,14.6,11.4,69,0,0,17.9,0,219,4,6.7,988.8,30,354,11.9,3/7/2016 17:00,63rdStreetWeatherStation201603071700
Foster Weather Station,3/7/2016 17:00,14.67,,59,,0,,,203,4.1,4.9,988.5,29,,15.1,3/7/2016 17:00,FosterWeatherStation201603071700
Oak Street Weather Station,3/7/2016 17:00,15.1,11.2,63,0,0,33.6,0,11,1.2,2.2,989,43,0,12.1,3/7/2016 17:00,OakStreetWeatherStation201603071700
63rd Street Weather Station,3/7/2016 16:00,15,11.5,66,0,0,17.9,0,196,4.5,6.8,988.7,81,354,11.9,3/7/2016 16:00,63rdStreetWeatherStation201603071600
Foster Weather Station,3/7/2016 16:00,15.39,,56,,0,,,206,4.6,4.9,988.1,134,,15.1,3/7/2016 16:00,FosterWeatherStation201603071600
Oak Street Weather Station,3/7/2016 16:00,15.7,11.5,60,0,0,33.6,0,152,0.8,1.5,989,103,1,12,3/7/2016 16:00,OakStreetWeatherStation201603071600
63rd Street Weather Station,3/7/2016 15:00,15.1,11.5,65,0,0,17.9,0,205,6.6,11.1,988.8,306,354,11.9,3/7/2016 15:00,63rdStreetWeatherStation201603071500
Foster Weather Station,3/7/2016 15:00,15.39,,58,,0,,,188,4.8,5.4,988.5,334,,15.1,3/7/2016 15:00,FosterWeatherStation201603071500
Oak Street Weather Station,3/7/2016 15:00,15.7,11.5,61,0,0,33.6,0,326,1.7,5,989.1,118,1,12.1,3/7/2016 15:00,OakStreetWeatherStation201603071500
63rd Street Weather Station,3/7/2016 14:00,14.9,11.6,68,0,0,17.9,0,201,5.9,9.3,989,370,353,11.9,3/7/2016 14:00,63rdStreetWeatherStation201603071400
Foster Weather Station,3/7/2016 14:00,16,,58,,0,,,179,4.3,5.3,988.5,476,,15.1,3/7/2016 14:00,FosterWeatherStation201603071400
Oak Street Weather Station,3/7/2016 14:00,16,12,63,0,0,33.6,0,206,1,3,989.3,105,1,12.1,3/7/2016 14:00,OakStreetWeatherStation201603071400
63rd Street Weather Station,3/7/2016 13:00,15.2,12.1,69,0,0,17.9,0,222,4,6.3,989.5,337,355,11.9,3/7/2016 13:00,63rdStreetWeatherStation201603071300
Foster Weather Station,3/7/2016 13:00,14.5,,60,,0,,,212,4.5,5.2,989.2,458,,15.1,3/7/2016 13:00,FosterWeatherStation201603071300
Oak Street Weather Station,3/7/2016 13:00,15.1,11.4,65,0,0,33.6,0,314,1.1,3,989.7,327,0,12,3/7/2016 13:00,OakStreetWeatherStation201603071300
63rd Street Weather Station,3/7/2016 12:00,13.2,10.5,72,0,1.2,17.9,0,236,4.6,7.5,990.2,273,354,12,3/7/2016 12:00,63rdStreetWeatherStation201603071200
Foster Weather Station,3/7/2016 12:00,13.06,,59,,0.15,,,201,6.3,6.9,989.8,125,,15.1,3/7/2016 12:00,FosterWeatherStation201603071200
Oak Street Weather Station,3/7/2016 12:00,13.8,10.2,64,0,0.1,33.6,0,330,0.9,2.1,990.5,319,0,12.1,3/7/2016 12:00,OakStreetWeatherStation201603071200
63rd Street Weather Station,3/7/2016 11:00,13.8,9.9,61,0,0,16.7,0,210,5.6,9.1,990.6,225,355,11.9,3/7/2016 11:00,63rdStreetWeatherStation201603071100
Foster Weather Station,3/7/2016 11:00,13.89,,53,,0,,,200,4.3,5.4,989.8,117,,15.1,3/7/2016 11:00,FosterWeatherStation201603071100
Oak Street Weather Station,3/7/2016 11:00,14.4,9.8,55,0,0,33.6,0,264,2.5,5.5,990.6,138,1,12.1,3/7/2016 11:00,OakStreetWeatherStation201603071100
63rd Street Weather Station,3/7/2016 10:00,14.2,10,59,0,0,16.7,0,224,5,6.7,990.7,228,354,11.9,3/7/2016 10:00,63rdStreetWeatherStation201603071000
Foster Weather Station,3/7/2016 10:00,14.17,,51,,0,,,218,7.9,8.4,989.8,522,,15.1,3/7/2016 10:00,FosterWeatherStation201603071000
Oak Street Weather Station,3/7/2016 10:00,14.9,10.1,55,0,0,33.6,0,273,3.5,6.1,990.7,569,1,12.1,3/7/2016 10:00,OakStreetWeatherStation201603071000
63rd Street Weather Station,3/7/2016 9:00,12.7,9,62,0,0,16.7,0,209,5.1,9.3,990.4,396,355,11.9,3/7/2016 9:00,63rdStreetWeatherStation201603070900
Foster Weather Station,3/7/2016 9:00,12.28,,55,,0,,,228,4.6,5.8,989.8,408,,15.1,3/7/2016 9:00,FosterWeatherStation201603070900
Oak Street Weather Station,3/7/2016 9:00,13,8.9,59,0,0,33.6,0,263,4.3,8.1,990.5,338,1,12,3/7/2016 9:00,OakStreetWeatherStation201603070900
63rd Street Weather Station,3/7/2016 8:00,11.3,7.8,62,0,0,16.7,0,224,4.3,6.9,990.2,236,354,11.9,3/7/2016 8:00,63rdStreetWeatherStation201603070800
Foster Weather Station,3/7/2016 8:00,10.67,,56,,0,,,206,5.9,7.2,989.2,244,,15.1,3/7/2016 8:00,FosterWeatherStation201603070800
Oak Street Weather Station,3/7/2016 8:00,12.3,8.4,60,0,0,33.6,0,288,2.8,8.2,990.2,197,0,12.1,3/7/2016 8:00,OakStreetWeatherStation201603070800
63rd Street Weather Station,3/7/2016 7:00,9.9,6.9,66,0,0,16.7,0,212,4.8,6.9,989.9,39,353,11.9,3/7/2016 7:00,63rdStreetWeatherStation201603070700
Foster Weather Station,3/7/2016 7:00,9.39,,59,,0,,,202,5.1,6.3,989.2,59,,15.2,3/7/2016 7:00,FosterWeatherStation201603070700
Oak Street Weather Station,3/7/2016 7:00,11.4,7.6,60,0,0,33.6,0,276,4.8,10.5,989.8,70,0,12,3/7/2016 7:00,OakStreetWeatherStation201603070700
63rd Street Weather Station,3/7/2016 6:00,9.9,6.7,64,0,0,16.7,0,225,5.1,9.1,989.4,4,354,11.9,3/7/2016 6:00,63rdStreetWeatherStation201603070600
Foster Weather Station,3/7/2016 6:00,8.89,,59,,0,,,208,7.3,7.7,988.5,0,,15.2,3/7/2016 6:00,FosterWeatherStation201603070600
Oak Street Weather Station,3/7/2016 6:00,10.8,7.2,61,0,0,33.6,0,263,3.9,8.4,989.3,1,0,12,3/7/2016 6:00,OakStreetWeatherStation201603070600
63rd Street Weather Station,3/7/2016 5:00,9.7,6.5,63,0,0,16.7,0,223,3.4,6.4,989.3,3,354,12,3/7/2016 5:00,63rdStreetWeatherStation201603070500
Foster Weather Station,3/7/2016 5:00,8.89,,58,,0,,,230,5.8,6.4,988.5,0,,15.2,3/7/2016 5:00,FosterWeatherStation201603070500
Oak Street Weather Station,3/7/2016 5:00,10.5,6.8,59,0,0,33.6,0,276,4.6,9.3,989.2,1,0,12.1,3/7/2016 5:00,OakStreetWeatherStation201603070500
63rd Street Weather Station,3/7/2016 4:00,9.9,6.4,61,0,0,16.7,0,226,5.4,8.9,989.5,3,354,11.9,3/7/2016 4:00,63rdStreetWeatherStation201603070400
Foster Weather Station,3/7/2016 4:00,9.06,,56,,0,,,223,6,6.4,988.8,0,,15.2,3/7/2016 4:00,FosterWeatherStation201603070400
63rd Street Weather Station,3/7/2016 3:00,9.6,6.3,62,0,0,16.7,0,213,5.7,11.2,989.5,3,355,11.9,3/7/2016 3:00,63rdStreetWeatherStation201603070300
Foster Weather Station,3/7/2016 3:00,9.06,,56,,0,,,239,7.6,8.6,988.5,0,,15.2,3/7/2016 3:00,FosterWeatherStation201603070300
Oak Street Weather Station,3/7/2016 3:00,10.5,6.6,57,0,0,33.6,0,299,1.9,4.2,989.3,1,0,12.1,3/7/2016 3:00,OakStreetWeatherStation201603070300
63rd Street Weather Station,3/7/2016 2:00,9.5,6.3,63,0,0,16.7,0,220,5.7,8.7,989.9,3,354,11.9,3/7/2016 2:00,63rdStreetWeatherStation201603070200
Foster Weather Station,3/7/2016 2:00,9,,58,,0,,,207,6.7,7,988.8,0,,15.2,3/7/2016 2:00,FosterWeatherStation201603070200
Oak Street Weather Station,3/7/2016 2:00,10.4,6.6,58,0,0,33.6,0,273,5.1,11.7,989.6,1,0,12,3/7/2016 2:00,OakStreetWeatherStation201603070200
63rd Street Weather Station,3/7/2016 1:00,9.4,6.4,65,0,0,16.7,0,224,4.7,9.1,990.3,3,354,11.9,3/7/2016 1:00,63rdStreetWeatherStation201603070100
Foster Weather Station,3/7/2016 1:00,9,,58,,0,,,196,8.1,9.2,989.5,0,,15.2,3/7/2016 1:00,FosterWeatherStation201603070100
Oak Street Weather Station,3/7/2016 1:00,10.1,6.6,60,0,0,33.6,0,292,3.8,8.6,990.4,1,0,12,3/7/2016 1:00,OakStreetWeatherStation201603070100
63rd Street Weather Station,3/7/2016 0:00,9.4,6.5,66,0,0,16.7,0,212,4.6,7.1,990.7,3,354,11.8,3/7/2016 0:00,63rdStreetWeatherStation201603072400
Foster Weather Station,3/7/2016 0:00,8.89,,59,,0,,,214,4.1,4.4,989.5,0,,15.2,3/7/2016 0:00,FosterWeatherStation201603072400
Oak Street Weather Station,3/7/2016 0:00,10.3,6.7,61,0,0,33.6,0,273,3.2,7.1,990.5,1,0,12,3/7/2016 0:00,OakStreetWeatherStation201603072400
63rd Street Weather Station,3/6/2016 23:00,9.1,6.4,68,0,0,16.7,0,212,5.7,10.3,990.8,3,354,11.9,3/6/2016 23:00,63rdStreetWeatherStation201603062300
Oak Street Weather Station,3/6/2016 23:00,10.1,6.7,61,0,0,33.6,0,293,3.1,7.6,990.9,1,0,12,3/6/2016 23:00,OakStreetWeatherStation201603062300
63rd Street Weather Station,3/6/2016 22:00,9.4,6.5,66,0,0,16.7,0,206,6.3,10.6,991,3,354,11.9,3/6/2016 22:00,63rdStreetWeatherStation201603062200
Foster Weather Station,3/6/2016 22:00,9.17,,59,,0,,,217,8.3,8.7,990.2,0,,15.2,3/6/2016 22:00,FosterWeatherStation201603062200
63rd Street Weather Station,3/6/2016 21:00,9.2,6.4,67,0,0,16.7,0,207,4.5,8.7,991.6,3,354,11.9,3/6/2016 21:00,63rdStreetWeatherStation201603062100
Foster Weather Station,3/6/2016 21:00,9.5,,59,,0,,,213,7.2,8.1,990.9,0,,15.2,3/6/2016 21:00,FosterWeatherStation201603062100
